content,score,thumbsUpCount,reviewCreatedVersion
mantap semua ada dalam genggaman,5,0,4.6.0
Susah keluar terus,2,0,4.6.0
Tidak bisa membuka rekening karna verifikasi sms gagal. Padahal nomor aktif dan terdaftar serta memiliki pulsa. Jaringan internet juga stabil,1,0,2.5.9
pulsa saya ngga masuk padahal saldo sudah berkurang. bagaimana ini bca??? Kali kedua saya update aplinya malah disuruh foto KTP padahal KTP saya ketinggalan di Jawa dan saat ini saya ada Sumatra ini bagaimana saya mau ambil uang payah kau BCA!,1,0,4.0.2
ribet bgt bkin ATM d bca. kbanyakan nanya kya wartawan. pdahal data ud jelas,1,0,4.6.0
"Hadooch msa kudu registrasi mllu..ribet bkin puyeng nie m-banking skrg..dr kapan tau nyoba mw buka gak bisa2,mau tf ajj jd gak bisa..koneksi terganggu mulu..😑 Tolong dong perbaiki..masa musti bulak balik ke Bank'a terus😔 dr smlm ampe jm sgni ngga bsa2 mw ngecek doang pdhl.. 😬😬😬",2,0,1.7.1
Saya pengguna mobile bca sangat puas menggunakan aplikasi ini....tapi saya mohon informasinya...karena 2 sim card saya menggunakan layanan mobil bca...bisakah saya mengaktifkan kedua sim card pada satu perangkat dengan dual sim.,4,0,2.0.4
bagus dan canggih,5,0,4.6.0
"Sangat membantu sekali, kita gk repot harus ke ATM untuk transaksi..tapi saat ini m-bca saya gk bisa diakses/digunakan karena sesuatu hal dan harus registrasi melalui ATM..tolong di pandu cara registrasinya karena SDH dicoba gk bisa tuh katanya masih aktiv m-bca saya!?",5,34,2.2.5
terimakasih atas layanannya,5,0,4.6.0
sy sangat kecewa sm aplikasi m bangking bca ini stiap mau transper slalu di daptarkan sy dri smalem mau transper aja gagal trus padahal pulsa sy msh 70rb knapa ga bisa2 koneksi ok klw cara nya ginih bikin kapok nasabah mending ganti bang laen aja bca slalu bikin kecewa nasabah😈😈😈😈,1,0,1.6.1
"Tiap kali ngirim kode k no hp ntah kenapa internet slalu down.. Pdhal tdinya normal"" ja.. Smpek instal penguat sinyal jga percuma.. Udh pkek wifi, data seluler ttep gk bisa.. Sim card udh d slot 1..",2,0,2.9.6
"Aplikasi tholoool, verifikasi ngga ada yang bisa, gagal terus, padahal jaringan bagus, pulsa buanyak, tapi tetep gagal, Jaman moderen masih pake sms, tholol, sekelas bca aplikasinya busuk",1,3,4.1.6
"Habis pulsa puluhan ribu, masih gagal juga, hbs kuota juga, koneksi terputus terus.. Pie iki gan???????? Bintang separo..KECEWAAAAAA",1,0,2.7.4
"Kenapa harus diperbarui? Di hp saya apk ini tidak bisa diperbarui, dan knp klw sudah diperbarui jika mau melihat saldo jadi tidak usah masukan pin, bukan kah itu jadi tidak aman",2,0,2.8.8
"Setelah di update malah jd gak aman aja, cek saldo dan yang lainnya lgsg muncul gak pake pin lg, bisa gak aplikasinya di balikin lg kek yang awal ? Hemm",3,0,
kirim sms kode gerivikasi kok gagal tros,4,0,4.6.0
Gabisa dibuka setelah update gimana sih,1,1,4.5.0
saya mau bikin rekening tinggal video call aja susahnya minta ampun sinyal wifi sama ponsel udah di coba semua ga ada yang bisa ada yang bisa bantu ??,3,0,2.7.4
"Verifikasi wajah sampe 40x gagal trs. Kamera sdh bagus, sdh isi pulsa sudah isi paket data. Trs gmn agar transaksi bs lancar",2,0,
Sangat puas dan aman,5,0,4.6.0
Layanan nyaa sangat baik..pagawai nyaa nva ramah2,5,0,4.5.9
"after diupdate koq gak bs melakukan transaksi ""213-data tidak sesuai, bla bla bla"",, pdhl kmrn baik2 aja.. tolongggggggg diperbaiki, ini kenapaaaa",1,0,2.5.3
ini gimana ga masa udah masukin 16 digit nomor dikartu masih ga bisa masuk yang error yang koneksi terputus udah 1 bln ga bisa masuk gimana ya?,1,0,1.8.0
"Duh..bca jd nyebelin banget, sekarang mau login lagi susah banget,harus verifikasi wajah ,udah di coba puluhan kali gagal terus,,dulu gak kayak gini,,kesel banget dah...",1,1,4.0.3
Kenapa ya tidak bisa buka apk mbca ? Pdah sudah saya update,3,0,4.5.5
"Saya udah download berhasil,tapi kok app nya gak ada ya di hp ku.udah coba restart hp tapi tetep aja gak muncul app ini.masa tiap pake harus buka playstore dulu 🤦",5,0,2.4.3
"apk ribet verifikasi nya, gk jelas",1,0,4.6.0
"Login awal2 dah pake nomor yang terdaftar diatm, minta kode otp ajahsusah banget sampe pulsa gw abis bgstt, verifikasi diawal juga kagak complete2 dah pake WiFi dah pake data biasa juga susah amat",1,0,2.9.7
"Makin di update malah kaga bisa copas nomor, TOLOL",1,0,4.5.3
"Bank sejuta umat,sangat mudah dicari lokasi ATM nya",5,0,4.6.0
kenapa gk bisa di kasih notif,5,0,4.6.0
min minta solusi mbca saya kok kaluar sendiri pas di klik masuk pasti kluar sendiri ada solusi kh min terima kasih,5,0,4.4.3
"Apk &cok, gak berguna, saya sudah habis pulsa 10k untuk sms kode verifikasi tapi gak ada sms verifikasi, kartu sim sudah tak pndah ke slot sim 1 tetep gak bisa, sangat merugikan",1,0,
Setelah di update apk tidak bisa di buka,1,0,4.4.3
Tolong tambah kan setingan hapus rekening yang sudah di tambahkan,2,1,4.5.3
Susah bngt untuk masuk verivikasi .. dulu gak gini gampang . Mau cek saldo transaksi juga . Ribet skrng mah ya bca,4,0,2.2.5
"tiap bulannya biaya ADM 20RB ngeri dong , konoha-konoha",1,0,4.6.1
suami saya TF hari ini melalui Bni dgn layanan BI FAST ke rek BCA sy.. tp blm smpe2 (gak ada transaksi uang masuk di rek BCA sy) itu gimna kak? bsk MW sy laporan ke cs BNI (sipengirim) ato langsung ke cs BCA ja,2,0,4.6.0
memudah kan segala transaksi,5,0,4.5.9
Sudah beberapa kali kirim sms dan pulsa dan kuota tersedot pula. Tqi tidak ada langkah selanjutnya yang jelas. Katanya mudah tapi ternyata sulit.,1,1,2.8.0
kenapa sering banget eror setelah di update? jadi gk nyaman ? pernah transfer gagal tpi saldo terpotong 🤔 untung nya sih masih bisa di refund ulang?? please perbaiki ya,2,0,1.8.0
Ini saya udah mau daftar tinggal kirim pesan tapi gak ada kelanjutan,1,0,4.5.5
"Alhamdulillah berkat BCA bisa daftar ojek online Tp saya punya saran,, untuk sekelas ojek online (kalau bisa usahakan potongan (per bulan) terkecil, yg penting punya dan lancar (sebelah aja dari 2016 tanpa potongan sampai sekarang masih punya) biarpun fitur cuma numpung lewat. 🙏🙏🙏 pertimbangan biaya ojek online.",5,10,2.8.7
"Kartu kredit tidak bisa dipakai menggunakan pembayaran QRISH, mohon di tingkatkan lagi fitur² terbaik untuk BCA Mobil jangan samapai kalah dengan Bank Lain. Karen banyak Bank² lainnya yg sudah menggunakan fitur pembayaran QRIS dengan KARTU KREDIT",1,3,4.0.9
Kenapa aplikasi bca force close semua tolol jadi gak bisa transaksi 🤬👺👺👺,1,1,4.4.3
Pas udah update langsung ga bisa masuk sering for close,5,0,4.5.0
Bca paya blm di pakai udah di blokir aja padaghal gk salah sandi,1,0,4.5.9
"Halo ka,mohon didengar saran dari pengguna mbanking bca,kenapa di inbox skrg tdk bs transksi menghapus sampah satu persatu membuat sampah teralalu numpuk,mohon di evaluasi ulang kalo hrs verifikasi ulang untkl membuang sampah apa tdk terlalu sulit semua terhapus,isi dari masukan smua hampir sama inbox tdk bs di edit makin ksni makin ribet bukan malah jd praktis malah numpukin sampah ga jls",3,1,4.3.8
"Devloper lu kerjaan nya gimana min?? sebelum rilis di coba dulu, buka m bca aja force close mulu ampas .....",1,0,4.4.2
Sudah 1 minggu tidak bisa dibuka. Sudah update juga masih saja tidak bisa di buka,5,0,4.5.0
"Sinyal merah terus , mau transaksi jdi gagal , udh re-instal , malah ga ga bisa login , sinyal penuh , udh coba pke wifi semacamnya ttp ga bisa , tolong bagaimana ii pihak bca",2,0,2.7.6
Tolong dong user interface nya di rubah... Biar lebih nyaman. Di ubah yang modern minimalis gitu... Ini kyk kuno banget... Bank bank lain sudah ganti user interface nya... BCA ganti ya.... Di mata anak muda biar eye candy.,3,3,2.4.3
"Kenapa setelah update malah jadi tadak bisa masuk,,? Padahal sim card yg digunakn masih sama,, Semakin kesini semakin jelek,",1,0,2.9.4
"Saya sangat kecewa dengan costomer.nya udah 3 × vidio call tapi tetep gagal , kendalanya cuma nam ibu kandung .padahal sudah saya bawakan KK tpi costomer.nya setelah dilihatkan KK fotocopy.nya mintanya yang stempel asli Notes: logikannya kalo gak ada kk asli mana bisa saya bawa kk fotocopy",1,0,
Kenapa saya susah sekali terhubung dengan cs untuk pembukaan rekening yaa ? Jaringan saya stabil.. saya sudah mencoba dari Minggu lalu tapi tetap tidak bisa . Mohon bantuannya,4,1,2.5.5
"Gajlas mau masuk aja susah bangat, udh ngirim sms sampe kena pulsa 10rb, ujung""nya gabisa!! selalu internet gangguan, pdhl internet dalam keadaan stabil. tolong tingkatkan lagi apk nya",1,1,2.7.8
Saya tidak bisa membuka bca mobile,5,0,4.6.0
Setiap pembaruan Sllu ga bisa d buka apk nya keluar sndri,1,0,4.4.3
Sy baru buka rek tahapan bca sec online.trus ud dpt konfirmasi lwt email.klo rek sdh aktif.trus sy coba isi saldo 50 rb. melalui transfer dri bank bni.dan dpt konfirmasi di apk bni mobile bhwa transaksi berhasil.dan ada bukti transaksinya.sy cek di bca mobile saldo kok ttap 0.trus sy cb cek di mutasi rekening slalu muncul tulisan sementara transaksi tidak dpt dproses.tgg bbrpa saat lagi.sudah 2 hari sy cb cek ulang slalu muncul tulisan yg sama.apa bca mobile slalu trouble..trima kasih,1,0,2.9.6
"saya baru ganti hp, download mbca baru. tetapi menggunakan kartu terdaftar yg sama & berada di posisi sim 1.. kok gak bisa2 ya smsnya gagal. tolong dibantu min.",2,0,1.7.1
"Ini kenapa ya sejak kmrin setiap buka mbanking selalu eror dengan tulisan ""unable to authenticate your identity"" , masa setiap pagi saya hrus verifikasi ulang ? Tolong lah diperbaiki .",3,0,4.1.8
"Tolong dung kalo ada pemotongan Adm/yang lainya di mutasi di kasih riwayat transaksi, baru tgl berapa tiba-tiba saldo hilang 20.000 lebih,sebulan bisa 2x saldo hilang tiba-tiba entah kepotong apa.",1,0,2.9.6
"Ini BCA Mobile kenapa ya, mau Transfer jadi batal, gara-gara Indikator Merah terus. Keterangan nya,menunggu sampai hijau. Ditunggu-tunggu gak berubah-ubah Hijau. Apa perlu dihapus ya, aplikasi nya...!? Kalau ada gangguan, sebaiknya di Infokan ke Nasabah, jangan nunggu nasabah transaksi, jadi gagal terus.",1,38,2.7.2
Dari kemarin saya buka apk saya mala keluar keterangan silakan ulangi beberapa saat lagi. Sampai kpan sedang kan saya butuh banget apk ya biar saya g kluar rumah.,1,0,
Mohon Bantuan nya Min. M-Banking saya gak bisa melakukan transfer.Dan segala jenis pembayaran melalui M-Banking tidak dapat dilakukan. Hanya bisa digunakan buat cek saldo dan mutasi rekening. Terimakasih👏,1,1,2.7.0
Minta di update tapi loadingnya lama.dan tidak bisa ter update..saya jadi tidak bisa transaksi menggunakan m banking kalau seperti ini..menyita waktu saja,1,0,2.5.5
"Kak, kenapa code qris nya gk bisa di show, kalau pun di show gk lebih dari 1 menit, apa tidak ada qris yang permanen gitu? Yang bisa kita simpan dalam galeri. Terimakasih untuk jawaban nya",5,0,4.1.3
"tolong dong jangan di persulit untuk m banking ini, saya ganti hp mau registrasi lagi ko ga bisa yahh?, dan yg lebih anehnya lagi knp ko di seting izin buat sms m banking ga ada yahh, mohon bantuannya",1,0,2.0.4
"lebih bagus lagi jika ada menu untuk topup flazz, berhrap pembaruan berikutnya topup flazz sudah bisa.",4,0,2.0.0
"Setelah diupdate, aplikasi tdk dpt digunakan",1,0,4.4.3
"Selama ini bagus saya gunakan tetapi sejak kemarin aplikasi ini tidak muncul di layar hp saya dan saat ini saya harus buka play store dulu baru bisa membukanya,kenapa hal ini bisa terjadi ya?",5,0,
"Ini kenapa kok aneh, sy transfer tumben ga ada bukti transfer sy cari di inboknya. Terus saya ngirim bukti transfernya gimana? Aduh, kenapa ada aja sih masalahnya ? Sy kudu gimana nih admin?",2,1,2.5.3
"Mau nanya kak,kalo dimutasi rekening adan tanda PEND itu kenapa ya, soalnya kirim uang statusnya sudah berhasil tapi uang belum masuk ke rekening penerima",3,0,2.9.7
"appan dah gajelas, setelah update malah force clos mulu nih apk",1,0,4.4.3
Ga bisa login setelah di update..padahal pulsa reguler ada..koneksi internet jg bagus..kenapa susah login ya☹,1,0,2.2.5
mantap BCA ..lancar pelanyan nya Rama sekali,5,0,4.5.9
BCA memang memudahkn kita dlm bertransaksi BCA sllu di depan,5,0,4.6.0
"kenapa BCA mobile sya sudah 2 hari tidak bisa di buka sama sekali , baru klik sekali tanpa ada muncul pilihan tiba"" langsung keluar sendiri .. mohon penjelasan nya . Terimakasih .",3,1,2.7.2
Mbca kenapa ga bis masuk ya? Padahal Udah masukin kode akses dgn benar.. unable to authenticate your identity??? Tolong di bantu ya..,1,0,4.2.1
"Gak beres nich bca, gara2 di update jadi mental2 terus sekarang, gimana sich? Segede BCA kok kaya gini",1,0,4.4.3
"Ini bca makin makin aneh ya bankingnya,udah buka paling lm,d gunakan sll kluar sndiri,setelah update,kek mn ni,banking gak bs d gunakan,jaringan full,bukak yg lain aman2 aja,aneh",1,0,4.3.7
"Saya sdh berulang kali download, tapi setiap saya masukan nomer kartu, tetap lelet tidak masuk. Saya ga ngerti aplikasi ini? Tolong gimana cara agar saya bisa masuk ke aplikasi ini. Terimakasih!",4,0,
"sampai saat ini saya sangat senang menggunakan bca mobile dan keyboard BCA,buka tabungan sekarang bisa di aplikasi,proses nya tidak ribet,,pelayanan nya ramah,lancar di gunakan ,tidak ada kendala apapun ,...thanks BCA",5,31,2.3.1
"Setelah di update malah lebih Susah diakses , dari tadi mau masuk keluar terus , lebih security yg lama dibandingkan yg sekarang",2,0,2.9.5
"Masi banyak kekurangan antara lain GK bisa login dengan dengan sidik jari yg lain pake semua tuh sisi jari, terus bukti transaksi GK bisa di share langsung harus scshot ke y kaya editan, dan fitur yg lain masih banyak blm berfungsi dgn baik Jdnya malas transaksi",1,2,2.4.3
bayar menggunakan qris tidak bisa,1,0,4.6.0
Tidak bisa bayar payment kartu kredit bca..di mbanking..biasanya bisa padahal.keterang sementara transaksi tidak bisa diproses..dah 3 hari begini terus,2,0,2.9.4
"Aku mah ga peduli sama ni bca..klo kagak disuruh bikin rekening bca ama bos gue gak mau,,,,bukannya gak bagus bca ok,, tapi aku gak suka ama salah satu cusomer service tepatnya daerah kopo yg satu berjilbab yg satu rambut panjang badan gede tapi semok,,,tapi jujur ko ada customer service yg gak peduli ama nasabahnya,,, ok sihh dari perusahaannya tapi sayang pelayanan nya buruk banget",2,0,1.6.1
Setiap malam Minggu pasti keseringan gangguan. Parah. Ya kan gangguan terus ngehambat banget. Tuh ya malam Minggu BCA pasti gangguan.. tim terkait gak jelas uang saya tf kok gak masuk2,1,1,4.3.2
Knpa kok sering nutup sendiri si skrg jdi gk bsa di apa apain Tolong di revisi dong,1,0,4.4.3
Sudah bagus aplikasinya. saya kasih * 3 dulu karena tapi klo mau memasukkan atau mendaftarkan no rek ko susah ya masuknya. cancel file atau gagal gtu.,3,0,2.0.0
Sering terjadi pemeliharaan sistem aneh BCA skrg pemeliharaan trs sistem gangguan eror lah jaringan full tapi merah lah setiap hari pasti ada aja gangguan nya heran di perbaiki lagi tlg,1,1,4.0.4
"Kenapa laporan tranfernya menjadi kecil tampilan nya sehingga sulit utk di scrensot, terus tidak dapat dibagikan juga. Heran bank sebagus ini kok pelit amat ngasih tampilan layarnya. Diperbaiki dong",1,25,4.0.4
"fix sudah bisa di redmi note 2, ternyata systemnya harus yang terbaru, saat ini menggunakan versi 9.6.3.0, lancar m bca nya",5,0,2.1.0
abis di update malah ga bisa di buka,2,0,4.4.2
Kok gak bisa masuk mbankingx yaa.. udah di masukkan angka 16 digit n sudah dpt sms.. tp gak bisa masuk.. malah pulsa kepiting terasa..,2,1,2.7.6
"Tolong perbaiki!!!!! udh beberapa kali ""sementara transaksi tidak dapat diproses"" gitu teruss,,udh abis pulsa banyak!! Buat login ke mbanking doang,tp malah 1hr selanjutnya gangguan lg!!",1,0,4.2.6
"Tolong gua urgentr mau TF malah putus putus Mulu jariangan, padahal buka aplikasi lain lancar kagak ada masalah, kok aplikasi ini malah lossing connecting terus. Tolong segera diperbaiki",1,1,2.9.0
Kenapa ya min saya udh bikin rekening baru dan berhasil terus saya transfer dari atm Sinarmas keterangan dari atm Sinarmas berhasil di transfer tapi di cek saldo di atm bca yg saya baru bikin ko masih aja kosong tolong di bantu ntar di tambahan jadi bintang 5,2,2,2.2.2
Transfer ke blu kenapa sekarang kena admin?padahal sama2 produk BCA.,2,0,4.5.6
untuk versi yg baru sangat buruk dr kmrn saya coba update versi terbaru.terus saya pakai buat cek saldo ga bisa.tolong donk kasih tau gmn cara download aplikasi yg lama biar bisa saya pakai lagi???,3,0,2.4.3
"Buka rek online nya susah lama, sudah 3 hari saya daftar online blum ada respon acc, vid call nya juga susah, katanya jaringan lah apalah, makin ribet kalo menurut saya, ga tau kalo menurut orang lain, 3 hari saya daftar blum bisa², mending langsung lama antri juga bisa langsung jadi, tolong admin BCA di perbaiki lagi sistem via onlinenya agar lebih mudah, terimakasih",3,31,2.5.5
"Jelek banget sistem atau aplikasinya, sangat tidak memuaskan. Dimalam hari ga bisa untuk transaksi, padahal untuk keperluan penting.",1,0,
Hai min ini gimana koq force close melulu setelah update tolong diperbaiki lagi,5,0,4.4.3
Sinyal HP penuh kecepatan stabil Tapi di aplikasi m-bca nya warna sinyal selalu merah 🔴 coba di benahi dulu kalau sudah lancar saya kasih bintang 5,1,0,4.2.4
Kenapa setelah saya klik update tapi ga bisa ngeupdate ngecek saldo pun jdi ga bisa harus update sedang kan udah beberapa kali update tapi ga bisa terus gimana yah,1,0,
Saya mau tanya ya. Kenapa biaya admin BCA ada 2x sudah 2bln ini sy d potong. Saya pemegang kartu silver . Perbulan 15rb dan ada tambahan 5rb lagi. Saya coba konsul dengan bagiam CS dan d bilang pemotongan 5rb terjadi karna saldo d bawah 100rb. Oke. Bulan kedua setelahnya saldo saya bahkan di atas 100rb dan masih mendapat potongan. Apa maksudnya?,3,13,2.5.4
Ini gimana sih padahal sim card tetep gak berubah dan nomer hp masih tetapi suruh masukan no kartu ya klo disrceenshot klo gak gimana ini nasibnya?kecewa bener jangan tolong dibenahi saya ga bisa login!!!,1,0,
Kenapa sekarang m-banking susah di buka ya... Keseringan lampu indikator merah?... Padahl sblm2nya sblm ada info virus tidak seperti itu mohon untuk perbaikannya atau masukkan trimakasih,1,0,
setelah update kok jadi forceclose ya apk.nya,5,0,4.4.3
Malam kok saldo saya bisa hilang ya tinggal 12 perak,2,0,4.5.9
Saya ngisi kuota lewat mbanking padahal ada gangguan di mbangkingnya tapi udah masuk dimutasi rekening. Dimutasi rekening pending terus ampe 9kali dan saldo udah kesedot. Ilang dah 900ribu😢,1,0,2.8.9
Kenapa makin susah buat log in?? Kode OTP juga ga dikirim² pdhal udah berulang ulang di coba. Dan harus aktifin lokasi? Wth?!,1,0,4.3.2
